,Count_Videos,Sum_Comments,Sum_Dislikes,Sum_Likes,Sum_Views,Tag
396,1,14.0,1.0,58.0,7115.0,Goldacre
397,1,0.0,2.0,30.0,29383.0,travel agents.
398,1,1.0,1.0,8.0,5584.0,Google
399,1,0.0,3.0,3.0,1092.0,Caroline Wright
400,2,0.0,7.0,15.0,9508.0,grove
401,1,0.0,1.0,7.0,11302.0,professor
402,1,1.0,1.0,3.0,2454.0,Benefit
403,6,0.0,0.0,0.0,726.0,Module
404,1,0.0,1.0,1.0,1698.0,High
405,1,1.0,0.0,2.0,2336.0,Modern Languages
406,1,0.0,2.0,7.0,12606.0,artistic
407,1,0.0,1.0,4.0,3213.0,Sheffield
408,1,0.0,0.0,9.0,3770.0,painting
409,8,0.0,15.0,43.0,39410.0,review
410,3,4.0,13.0,95.0,42282.0,Lessons
411,1,0.0,0.0,1.0,3541.0,Key Stage 2
412,1,0.0,2.0,7.0,2605.0,Carer
413,1,1.0,2.0,17.0,3334.0,Timpson
414,1,0.0,0.0,19.0,6593.0,Peer mentoring
415,1,0.0,0.0,1.0,3541.0,Sats
416,10,8.0,11.0,50.0,24382.0,Hill
417,1,0.0,1.0,1.0,664.0,Sydenham school
418,1,0.0,0.0,5.0,4945.0,geography
419,1,0.0,2.0,7.0,2605.0,Loughton
420,1,2.0,0.0,0.0,722.0,Union Jack
421,1,0.0,0.0,4.0,6383.0,The beanstalk
422,2,0.0,0.0,2.0,843.0,French
423,1,2.0,0.0,0.0,722.0,Face Painting
424,1,0.0,1.0,3.0,1721.0,freedoms
425,1,0.0,0.0,9.0,3770.0,breakdancing
426,1,2.0,0.0,0.0,722.0,Diamond Jubilee
427,1,0.0,0.0,0.0,935.0,Services
428,1,0.0,0.0,3.0,1553.0,Classic FM (Radio Station)
429,3,0.0,0.0,5.0,1947.0,DCS
430,1,0.0,2.0,7.0,2605.0,Prime
431,3,5.0,15.0,101.0,60484.0,Primary Education
432,1,0.0,1.0,2.0,2287.0,construction industry
433,1,0.0,2.0,4.0,10842.0,treasure hunt
434,2,0.0,0.0,1.0,1211.0,narey
435,1,0.0,0.0,0.0,69.0,Richards
436,1,0.0,0.0,1.0,1454.0,Teaching Schools
437,1,13.0,8.0,8.0,1734.0,Cape
438,5,0.0,0.0,5.0,1017.0,honours
439,1,0.0,1.0,6.0,9239.0,builds a pier
440,1,1.0,0.0,3.0,3202.0,Deputy Prime Minister
441,1,0.0,0.0,1.0,3125.0,ks4
442,1,0.0,1.0,3.0,7835.0,show jumping
443,1,0.0,0.0,16.0,33408.0,trap for baddies
444,2,0.0,1.0,12.0,2958.0,SEND
445,1,0.0,1.0,1.0,1698.0,Disabled
446,1,1.0,0.0,3.0,3202.0,Becky Fisher
447,7,0.0,3.0,20.0,20792.0,safeguarding
448,1,0.0,1.0,8.0,11610.0,Building a vehicle
449,1,0.0,1.0,4.0,4692.0,Camden
450,1,0.0,0.0,0.0,1091.0,Zoe Ross
451,1,0.0,2.0,2.0,525.0,nicky morgan
452,9,1.0,1.0,18.0,7082.0,Lesson
453,258,5.0,394.0,1335.0,718592.0,Education
454,2,0.0,0.0,0.0,118.0,view
455,2,1.0,1.0,10.0,7513.0,@antibullyingpro
456,4,23.0,15.0,23.0,19384.0,Educational
457,1,0.0,0.0,0.0,935.0,Professor Eileen Munro
458,1,0.0,6.0,7.0,5222.0,Oakgrove
459,2,0.0,1.0,10.0,13492.0,national
460,1,0.0,0.0,1.0,3541.0,testing
461,1,1.0,2.0,12.0,3493.0,Mandarin
462,1,0.0,2.0,7.0,2605.0,Foster
463,2,4.0,5.0,16.0,6829.0,Adoption
464,1,0.0,0.0,17.0,7530.0,Professor Cathy Nutbrown
465,3,0.0,2.0,3.0,1943.0,John
466,9,5.0,8.0,26.0,22975.0,National Curriculum
467,1,0.0,0.0,5.0,634.0,Jack
468,1,0.0,1.0,1.0,664.0,counselling jobs
469,1,0.0,0.0,0.0,228.0,02
470,40,55.0,46.0,213.0,121363.0,Free Schools
471,1,4.0,7.0,18.0,12067.0,reform
472,1,0.0,1.0,1.0,664.0,lewisham
473,4,0.0,4.0,25.0,20116.0,Curriculum
474,1,1.0,1.0,8.0,5584.0,Nick Gibb
475,1,0.0,0.0,16.0,33408.0,building a trap
476,3,2.0,5.0,27.0,20426.0,Behaviour
477,1,0.0,0.0,0.0,25.0,schoo census
478,1,0.0,5.0,3.0,3810.0,Lehain
479,2,0.0,0.0,1.0,738.0,PE
480,1,3.0,3.0,8.0,1603.0,mandarin
481,2,0.0,0.0,0.0,3978.0,reading
482,1,1.0,6.0,2.0,890.0,GEO
483,1,0.0,1.0,1.0,591.0,eductation
484,1,1.0,2.0,2.0,1678.0,Kitchen
485,1,0.0,3.0,0.0,4327.0,King
486,1,1.0,0.0,5.0,1111.0,latin
487,4,2.0,8.0,8.0,4959.0,exam
488,2,0.0,0.0,0.0,118.0,parent
489,1,13.0,8.0,8.0,1734.0,Developing
490,1,8.0,3.0,26.0,12516.0,importance
491,2,0.0,0.0,1.0,265.0,GroundsL
492,1,0.0,0.0,2.0,611.0,Study
493,1,0.0,0.0,0.0,218.0,Chris
494,1,0.0,1.0,1.0,805.0,Youtube
495,1,0.0,0.0,1.0,1454.0,School Direct
496,1,2.0,0.0,3.0,1067.0,EFA
497,1,0.0,0.0,3.0,4727.0,Primary Schools
498,5,0.0,3.0,47.0,12545.0,career
499,1,0.0,0.0,0.0,36.0,school attendance
500,8,13.0,8.0,16.0,4903.0,Primary
501,1,1.0,0.0,3.0,3202.0,Kevan Collins
502,1,0.0,0.0,2.0,611.0,McGaw
503,1,4.0,2.0,10.0,4411.0,Computer
504,2,0.0,0.0,1.0,893.0,games
505,1,0.0,1.0,1.0,961.0,Academy (Organization Type)
506,1,4.0,10.0,7.0,5265.0,white paper
507,1,1.0,6.0,2.0,890.0,Body Image
508,1,1.0,2.0,10.0,14578.0,childhood
509,1,3.0,10.0,8.0,8521.0,underperforming
510,1,0.0,0.0,0.0,181.0,The SEN Task in Practice Part Three
511,1,0.0,0.0,0.0,935.0,Chid Protection
512,5,3.0,1.0,33.0,13801.0,fostering
513,2,0.0,0.0,3.0,1802.0,Music
514,1,0.0,0.0,0.0,246.0,Matthew's
515,10,0.0,20.0,42.0,27156.0,learning
516,1,1.0,2.0,12.0,3493.0,Dartford
517,1,0.0,1.0,1.0,961.0,poll
518,1,3.0,10.0,8.0,8521.0,Temple
519,1,4.0,2.0,10.0,4411.0,BCS
520,1,0.0,0.0,0.0,656.0,conference
521,2,2.0,1.0,7.0,2575.0,arts
522,1,20.0,1.0,13.0,19978.0,raise
523,1,13.0,8.0,8.0,1734.0,all
524,1,3.0,1.0,2.0,1619.0,Students
525,1,2.0,2.0,1.0,2734.0,\Child Protection\
526,2,0.0,0.0,17.0,8345.0,Early
527,1,0.0,0.0,0.0,392.0,teamwork
528,6,2.0,10.0,45.0,30029.0,Schools
529,8,0.0,0.0,1.0,252.0,school census
530,1,0.0,0.0,0.0,36.0,school exclusions
531,3,0.0,1.0,7.0,19382.0,families
532,3,16.0,7.0,6.0,7276.0,youth
533,1,0.0,3.0,11.0,22438.0,firefighters
534,1,0.0,0.0,0.0,2815.0,Eduction
535,1,0.0,1.0,1.0,961.0,Graduation
536,1,0.0,1.0,4.0,4491.0,Kemnal
537,5,30.0,15.0,48.0,22402.0,minister
538,31,0.0,46.0,272.0,287889.0,child
539,1,3.0,10.0,8.0,8521.0,Knights
540,1,1.0,2.0,2.0,1678.0,Vincent
541,1,0.0,2.0,7.0,12606.0,Paige gets creative
542,1,1.0,2.0,17.0,3334.0,Laws
543,1,0.0,1.0,6.0,6434.0,Floor sculpture
544,1,1.0,6.0,2.0,890.0,Government Equalities Office
545,3,0.0,1.0,2.0,6133.0,co-ordination
546,2,5.0,3.0,4.0,4030.0,TDA
547,52,0.0,53.0,327.0,336955.0,EYFS
548,1,0.0,0.0,7.0,2827.0,food manufacturing
549,1,0.0,0.0,4.0,2230.0,OECD
550,1,0.0,1.0,1.0,961.0,College
551,4,0.0,60.0,336.0,187457.0,teachers
552,1,0.0,0.0,0.0,24.0,special educational needs
553,3,0.0,1.0,7.0,19382.0,midwife
554,1,0.0,3.0,3.0,1092.0,Emma House
555,22,36.0,15.0,124.0,58542.0,Lord Hill
556,1,1.0,2.0,2.0,1678.0,Cooking
557,1,2.0,0.0,3.0,5956.0,danes
558,1,1.0,2.0,12.0,3493.0,Paul Tyskerud
559,1,0.0,2.0,9.0,11705.0,The number line
560,1,0.0,2.0,7.0,2605.0,Tim
561,1,0.0,0.0,0.0,1091.0,Master Teacher
562,2,4.0,4.0,10.0,5029.0,Lord Nash
563,1,0.0,0.0,3.0,107.0,technology
564,1,1.0,1.0,8.0,5584.0,Bullying (Literature Subject)
565,8,0.0,4.0,43.0,90328.0,Profile
566,1,0.0,1.0,6.0,4272.0,pathfinder
567,45,0.0,75.0,242.0,139305.0,Academies
568,5,0.0,0.0,5.0,1017.0,yt:stretch=16:9
569,1,1.0,1.0,8.0,5584.0,Drew Primary School
570,1,0.0,1.0,4.0,4692.0,Middlesbrough
571,1,0.0,0.0,36.0,12147.0,autism
572,1,1.0,0.0,3.0,1567.0,Art lessons
573,2,3.0,1.0,4.0,2838.0,speech
574,7,9.0,11.0,46.0,27697.0,gove
575,1,1.0,2.0,2.0,1678.0,Hackney
576,1,0.0,0.0,1.0,527.0,ThompsonL
577,2,0.0,0.0,1.0,1211.0,week
578,1,0.0,0.0,0.0,1102.0,independent
579,1,2.0,2.0,1.0,2734.0,IPPR
580,1,14.0,1.0,58.0,7115.0,bethnal green
581,1,0.0,1.0,4.0,3213.0,qualifications
582,1,1.0,0.0,0.0,246.0,diploma
583,3,0.0,3.0,19.0,9614.0,bullying
584,1,0.0,0.0,7.0,2827.0,Nestle
585,1,9.0,18.0,89.0,62394.0,levels
586,1,1.0,1.0,15.0,11636.0,Teachers
587,1,0.0,1.0,4.0,4692.0,Bristol
588,2,5.0,3.0,4.0,4030.0,Physics
589,2,0.0,1.0,1.0,1507.0,JCoSS
590,1,0.0,0.0,1.0,561.0,well
591,1,0.0,2.0,2.0,2223.0,Emma Knights
592,1,0.0,0.0,0.0,246.0,CoF
593,3,0.0,8.0,13.0,2614.0,the
594,1,0.0,2.0,7.0,12606.0,drawing
595,3,0.0,8.0,18.0,11962.0,Sarah
596,1,1.0,1.0,8.0,5584.0,ambassador
597,1,0.0,0.0,5.0,11380.0,police hunt
598,1,13.0,8.0,8.0,1734.0,abilities
599,1,0.0,0.0,1.0,603.0,protocol
600,1,4.0,2.0,10.0,4411.0,Ian Livingstone
601,1,0.0,0.0,1.0,800.0,\School Food Plan\
602,1,0.0,1.0,30.0,3897.0,Codemasters
603,1,1.0,2.0,10.0,14578.0,Crime
604,1,0.0,0.0,4.0,1737.0,BT
605,6,14.0,28.0,38.0,50628.0,schools
606,2,0.0,0.0,0.0,229.0,Concerns
607,1,0.0,1.0,3.0,4890.0,birmingham
608,1,2.0,0.0,0.0,722.0,Playground
609,1,1.0,2.0,10.0,14578.0,victim
610,1,0.0,1.0,3.0,1024.0,Apprenticeships
611,1,0.0,0.0,0.0,935.0,Tim Loughton
612,30,51.0,31.0,165.0,86949.0,Edward Timpson
613,1,0.0,0.0,0.0,69.0,Gill
614,1,1.0,0.0,6.0,3867.0,web
615,7,0.0,3.0,20.0,20792.0,death
616,1,0.0,1.0,2.0,2287.0,level 3
617,1,8.0,3.0,26.0,12516.0,mandolin
618,1,0.0,1.0,1.0,664.0,schools counsellor jobs
619,1,0.0,0.0,5.0,634.0,Rowley:
620,1,1.0,1.0,6.0,1219.0,character
621,2,5.0,3.0,4.0,4030.0,IOP
622,1,8.0,3.0,26.0,12516.0,instrument
623,4,0.0,10.0,11.0,7197.0,setting
624,13,9.0,7.0,43.0,20667.0,adoption
625,2,0.0,0.0,0.0,113.0,4
626,2,7.0,8.0,14.0,13348.0,infographics
627,5,0.0,3.0,47.0,12545.0,careers
628,1,0.0,0.0,1.0,3541.0,tests
629,1,1.0,0.0,0.0,246.0,Background
630,1,1.0,2.0,2.0,1678.0,Restaurant
631,2,0.0,0.0,2.0,677.0,James
632,1,0.0,0.0,1.0,548.0,breaks
633,1,0.0,0.0,2.0,1655.0,makethemgoaway
634,1,0.0,3.0,0.0,4327.0,Solomon
635,1,0.0,2.0,4.0,10842.0,The priate ship
636,1,0.0,1.0,3.0,7835.0,human gymkhana
637,1,0.0,0.0,2.0,5306.0,press
638,4,0.0,7.0,29.0,20537.0,national curriculum
639,2,5.0,3.0,4.0,4030.0,Teach
640,2,8.0,16.0,33.0,36480.0,free schools
641,2,0.0,0.0,8.0,3229.0,England
642,1,0.0,0.0,0.0,1091.0,Computing
643,1,0.0,0.0,1.0,1335.0,Social worker
644,1,1.0,1.0,3.0,2454.0,Meals
645,1,0.0,0.0,1.0,1556.0,ByronL
646,3,8.0,5.0,26.0,15448.0,Childcare
647,5,1.0,0.0,44.0,16333.0,Learning
648,2,0.0,0.0,1.0,1211.0,martin
649,1,0.0,2.0,7.0,29959.0,tower
650,3,10.0,20.0,16.0,9601.0,Nicky Morgan (Politician)
651,1,0.0,1.0,30.0,3897.0,level designer
652,1,0.0,0.0,1.0,353.0,Looked after children
653,3,0.0,5.0,10.0,17726.0,people
654,1,1.0,1.0,6.0,1219.0,extremism
655,1,0.0,4.0,10.0,6638.0,sexualisation
656,1,0.0,5.0,3.0,3810.0,Mark
657,1,0.0,0.0,4.0,1693.0,Amazing
658,1,1.0,0.0,3.0,3202.0,EEF
659,3,0.0,1.0,2.0,6133.0,developmental
660,1,0.0,1.0,1.0,664.0,mental health
661,5,0.0,20.0,23.0,13548.0,for
662,1,0.0,0.0,0.0,774.0,Government
663,1,0.0,1.0,1.0,664.0,counselling in schools
664,1,2.0,0.0,3.0,5956.0,sally
665,1,3.0,0.0,27.0,10221.0,adoptive
666,1,0.0,0.0,4.0,2000.0,Child (Literature Subject)
667,1,4.0,2.0,10.0,4411.0,Facebook
668,1,1.0,0.0,3.0,330.0,defibrillators
669,35,49.0,33.0,167.0,89919.0,London
670,1,1.0,1.0,6.0,1219.0,ethos
671,32,0.0,54.0,287.0,168135.0,School
672,3,0.0,0.0,6.0,2763.0,Bill
673,4,0.0,4.0,2.0,11119.0,Nick
674,1,16.0,7.0,5.0,4708.0,Amanda Phillips
675,2,2.0,3.0,3.0,8985.0,coates
676,1,4.0,2.0,10.0,4411.0,Microsoft
677,2,5.0,4.0,82.0,29639.0,dyslexia
678,1,3.0,10.0,8.0,8521.0,Haberdasher's
679,1,0.0,0.0,0.0,1102.0,census
680,1,2.0,2.0,1.0,2734.0,\Institute of Public Policy\
681,2,0.0,0.0,1.0,309.0,Clip
682,3,0.0,1.0,2.0,6133.0,disorder
683,2,0.0,0.0,0.0,230.0,MPL
684,1,0.0,0.0,0.0,774.0,Assent
685,1,0.0,0.0,0.0,656.0,stonewall
686,1,0.0,0.0,0.0,36.0,school absence
687,2,1.0,13.0,10.0,7676.0,GCSE
688,1,0.0,0.0,5.0,11380.0,wolf
689,1,0.0,2.0,7.0,2605.0,Cameron
690,1,0.0,2.0,30.0,29383.0,Japan
691,1,1.0,0.0,5.0,1111.0,classics
692,1,8.0,3.0,26.0,12516.0,plan
693,2,1.0,2.0,17.0,16904.0,Story
694,1,2.0,0.0,0.0,722.0,Monarchy
695,1,1.0,2.0,17.0,3334.0,Giles Coren
696,2,0.0,0.0,7.0,13632.0,visit
697,1,0.0,0.0,0.0,935.0,Social
698,1,0.0,2.0,3.0,1416.0,first4adoption
699,1,0.0,0.0,0.0,246.0,Writing
700,1,0.0,0.0,5.0,634.0,Speech
701,1,0.0,1.0,1.0,488.0,GCSE reform
702,1,0.0,0.0,0.0,228.0,Class (education)
703,1,0.0,0.0,0.0,935.0,Bureaucracy
704,1,0.0,2.0,7.0,12606.0,art
705,2,0.0,5.0,9.0,4971.0,Exam
706,1,1.0,2.0,9.0,2276.0,entitlement
707,1,1.0,1.0,8.0,5584.0,Joe Swash
708,2,0.0,1.0,4.0,5507.0,support
709,1,0.0,3.0,8.0,2720.0,Language Education (Website Category)
710,1,4.0,2.0,0.0,3694.0,Early Years
711,1,0.0,0.0,2.0,1929.0,Sacred Heart Primary School
712,1,1.0,2.0,2.0,1678.0,Collection
713,2,0.0,0.0,1.0,3601.0,consultation
714,2,8.0,3.0,17.0,7959.0,anti-bullying
715,1,1.0,2.0,10.0,14578.0,Child
716,1,0.0,17.0,17.0,10474.0,Denbigh
717,1,1.0,0.0,3.0,3202.0,Awards
718,1,0.0,2.0,5.0,2742.0,TES
719,1,0.0,0.0,4.0,2000.0,Sarah Teather
720,1,0.0,0.0,1.0,1454.0,Teacher training
721,1,1.0,2.0,17.0,3334.0,The Times
722,3,0.0,2.0,2.0,5092.0,gibb
723,4,0.0,1.0,1.0,2209.0,Science
724,1,0.0,0.0,1.0,603.0,Transition
725,1,0.0,0.0,0.0,1127.0,test results
726,3,0.0,1.0,2.0,6133.0,dyspraxia
727,1,0.0,3.0,3.0,1092.0,British Educational Suppliers Association
728,58,0.0,109.0,394.0,444995.0,DfE
729,1,7.0,7.0,13.0,11715.0,Short Film
730,3,0.0,0.0,12.0,901.0,multi academy trust
731,1,3.0,10.0,8.0,8521.0,Aske's
732,1,0.0,1.0,4.0,4692.0,Family lives
733,4,1.0,0.0,10.0,3409.0,Childrens
734,3,0.0,8.0,18.0,11962.0,Teather
735,1,0.0,1.0,1.0,664.0,counselling jobs london
736,2,0.0,7.0,15.0,9508.0,Sexualisation
737,3,1.0,3.0,4.0,3283.0,Leon
738,1,0.0,0.0,0.0,246.0,Books
739,2,2.0,5.0,27.0,19646.0,infants
740,1,1.0,2.0,0.0,103.0,Teacher (Profession)
741,1,0.0,0.0,1.0,1454.0,School improvement
742,1,2.0,0.0,2.0,1068.0,EPIC
743,1,0.0,0.0,4.0,2000.0,Special
744,1,0.0,1.0,2.0,2287.0,mechanics
745,3,11.0,59.0,61.0,14691.0,computing
746,1,0.0,0.0,0.0,69.0,Introduction
747,1,0.0,1.0,4.0,3213.0,Nutbrown
748,1,0.0,1.0,6.0,9239.0,The architect
749,1,14.0,1.0,58.0,7115.0,evidence
750,1,3.0,10.0,8.0,8521.0,Aske
751,1,0.0,0.0,7.0,19327.0,Outside
752,2,1.0,2.0,11.0,6609.0,chat
753,2,5.0,15.0,93.0,57052.0,Mathematics
754,71,0.0,174.0,786.0,617222.0,education
755,1,46.0,59.0,331.0,178681.0,check
756,2,3.0,11.0,11.0,13411.0,NCSL
757,1,0.0,5.0,1.0,1144.0,Commissioner
758,1,1.0,1.0,4.0,1690.0,EAL
759,2,2.0,5.0,27.0,19646.0,Whitehall
760,1,0.0,0.0,1.0,500.0,Track
761,1,0.0,1.0,4.0,4692.0,trials
762,2,0.0,2.0,1.0,1967.0,nick
763,1,13.0,8.0,8.0,1734.0,book
764,5,5.0,4.0,6.0,6049.0,Student
765,50,0.0,91.0,351.0,346803.0,department
766,1,0.0,5.0,3.0,4062.0,mathematics
767,1,0.0,0.0,0.0,228.0,EAS
768,2,1.0,1.0,8.0,2578.0,Literacy
769,1,0.0,0.0,2.0,611.0,Case
770,1,0.0,2.0,30.0,29383.0,trip
771,1,0.0,0.0,0.0,28.0,funded hours
772,1,1.0,2.0,9.0,2276.0,childminders
773,1,0.0,0.0,0.0,119.0,thinkL
774,1,3.0,10.0,8.0,8521.0,andrew
775,1,0.0,0.0,0.0,774.0,Act
776,1,0.0,0.0,0.0,246.0,St
777,1,5.0,2.0,8.0,7469.0,ICT
778,2,0.0,7.0,23.0,37013.0,building
779,1,4.0,2.0,10.0,4411.0,Final Fantasy
780,1,13.0,8.0,8.0,1734.0,e
781,1,0.0,0.0,0.0,218.0,WoolardL
782,1,0.0,0.0,0.0,1127.0,key stage 2
783,1,2.0,0.0,3.0,1578.0,Sequence
784,7,0.0,3.0,20.0,20792.0,dvd
785,1,0.0,0.0,0.0,2815.0,persistent
786,1,0.0,0.0,9.0,3770.0,Sound and vision with Aeryn
787,1,0.0,1.0,3.0,3409.0,summit
788,1,2.0,0.0,2.0,621.0,pay gap
789,2,0.0,0.0,1.0,530.0,Primary Trainee Teacher
790,1,5.0,2.0,15.0,2724.0,pupil premium
791,1,3.0,12.0,44.0,18499.0,Geography
